3.36782 7.7184
14.401 8.0991
21.1574 9.0334
29.6257 9.2735
36.0587 7.4675
37.0096 6.9367
38.0728 5.6829
42.5324 5.5690
47.7564 3.6702
55.5867 2.1647
65.7655 1.1579
76.8187 .3887
86.7201 -.0215
102.319 -.2018
116.045 -.9029
128.473 -1.0493
141.304 -.7121
160.365 -1.1414
178.861 -2.0800
188.759 -2.4300
197.716 -2.5900
205.905 -2.9200
215.176 -3.2900
224.88 -3.3900
233.485 -3.4200
239.953 -3.3700
249.671 -3.2100
259.292 -2.9900
268.768 -2.7900
277.453 -2.6900
286.2 -2.8500
291.211 -2.9700
300.627 -3.1700
307.704 -3.2500
315.923 -3.4600
324.201 -3.6400
332.744 -3.8500
341.271 -4.0900
350.341 -4.3000
358.418 -4.6000
367.905 -4.8500
373.988 -5.0000
382.281 -5.2800
384.083 -5.3300
393.05 -5.6300
400.737 -5.8100
408.65 -6.0900
416.281 -6.2200
424.439 -6.3500
432.172 -6.6700
439.722 -6.9000
447.856 -7.1200
455.773 -7.3000
463.342 -7.5600
471.385 -7.8200
479.66 -8.0100
488.087 -8.1700
495.986 -8.4600
504.568 -8.6500
512.9 -8.9400
520.396 -9.0900
529.244 -9.4100
537.33 -9.6300
545.084 -9.8900
553.259 -10.0900
561.413 -10.2700
569.44 -10.5000
577.509 -10.7000
585.105 -10.8700
592.876 -11.0900
600.937 -11.2700
609.116 -11.4300
617.047 -11.5800
625.227 -11.7700
633.914 -11.8600
642.708 -12.1900
651.006 -12.2700
658.777 -12.4700
666.808 -12.5500
675.261 -12.7600
683.725 -12.8900
692.001 -13.0900
699.706 -13.2400
708.317 -13.3100
716.276 -13.5000
724.457 -13.6800
732.67 -13.7500
740.338 -13.8500
748.371 -14.0100
757.028 -14.1800
764.632 -14.2600
772.737 -14.4200
780.575 -14.5200
789.125 -14.6700
797.159 -14.7900
806.361 -14.9300
815.076 -15.0400
822.609 -15.2200
831.635 -15.4100
839.756 -15.3500
847.886 -15.6400
855.932 -15.6600
863.87 -15.8300
872.354 -15.8500
880.314 -16.0500
888.881 -16.1900
896.551 -16.2900
904.251 -16.3900
912.923 -16.4800
920.802 -16.7100
928.914 -16.8000
937.184 -16.8900
944.928 -17.0300
953.427 -17.1900
961.482 -17.2600
969.481 -17.4000
977.634 -17.4900
985.47 -17.6000
993.312 -17.7000
1001.74 -17.8700
1009.58 -17.9700
1018.2 -18.1200
1025.55 -18.2500
1034.37 -18.3500
1041.92 -18.7100
1050.29 -18.6300
1058.84 -18.9800
1066.1 -18.9000
1074.73 -19.0300
1083.09 -19.0800
1091.4 -19.1800
1099.55 -19.4900
1107.31 -19.5100
1115.21 -19.6300
1123.54 -19.7800
1131.57 -19.8800
1139.98 -19.9900
1148.18 -20.1900
1156.96 -20.1800
1165.69 -20.2900
1173.92 -20.4800
