46.1685 5.4502
54.268 4.7180
69.4337 4.4938
78.6976 3.9649
89.1788 3.2239
99.4044 2.2333
112.113 1.2034
123.933 .5208
137.154 .1004
151.51 -.2553
163.674 -.5638
178.173 -.8200
187.945 -1.0997
196.344 -1.3847
206.287 -1.8679
214.586 -1.7800
222.242 -2.3200
230.299 -2.7000
240.076 -3.0000
248.694 -3.1800
256.437 -3.2800
263.708 -3.3100
271.817 -3.5300
278.489 -3.6800
287.871 -3.5100
296.761 -3.1600
303.785 -2.8800
312.72 -2.6700
321.794 -2.8900
330.722 -2.9900
339.101 -3.1200
347.358 -3.3400
355.621 -3.5800
363.795 -3.7600
372.065 -4.0100
380.187 -4.2800
389.878 -4.3400
398.738 -4.6300
407.527 -4.9000
416.878 -5.0500
425.18 -5.3200
432.801 -5.5200
441.101 -5.7400
450.23 -5.9900
459.011 -6.2000
466.651 -6.4600
475.157 -6.6500
483.271 -6.9000
491.18 -7.1300
499.883 -7.3600
508.123 -7.5600
516.441 -7.8100
524.883 -7.9900
533.379 -8.2400
541.747 -8.4800
550.256 -8.7300
558.452 -8.9700
567.31 -9.1600
575.28 -9.3900
583.368 -9.5400
592.122 -9.7300
600.546 -9.9800
608.85 -10.1800
616.99 -10.4900
625.448 -10.6200
634.135 -10.8300
641.814 -11.3100
649.554 -11.2800
658.345 -11.4300
667.078 -11.6300
675.287 -11.8400
683.454 -12.0500
692.046 -12.3400
700.196 -12.4200
708.269 -12.3700
715.542 -12.4800
723.966 -12.7200
732.395 -12.8000
742.256 -13.0300
751.824 -13.1900
761.495 -13.4200
765.7 -13.4400
780.749 -13.7100
783.942 -13.7900
793.453 -13.9900
801.306 -14.0900
808.673 -14.2100
816.889 -14.3500
825.458 -14.5100
834.673 -14.6700
844.04 -14.8100
852.378 -14.9600
861.108 -15.1400
870.664 -15.2400
880.083 -15.4200
889.764 -15.5800
897.114 -15.7200
905.991 -15.8500
914.824 -15.9900
922.179 -16.1100
931.529 -16.2800
941.101 -16.4200
950.166 -16.6000
960.029 -16.7700
969.667 -16.9200
976.579 -17.0000
984.977 -17.2100
991.268 -17.2500
998.709 -17.3900
1006.42 -17.3700
1014.68 -17.5300
1021.99 -17.8000
1029.11 -17.9200
1038.83 -18.0600
1045.79 -18.2200
1053.86 -18.3500
1060.82 -18.4600
1067.77 -18.5800
1075.42 -18.7200
1083.23 -18.8200
1091.08 -18.9600
1098.17 -19.0800
1107.38 -19.3100
1116.64 -19.3700
1124.73 -19.5000
1132.29 -19.6300
1139.05 -19.8200
1144.89 -19.8400
1153.65 -19.9700
1160.68 -20.0800
1167.87 -20.1800
1176.19 -20.3300
1185.14 -20.4400
1192.48 -20.5700
1196.05 -20.6500
