37.4853 6.3250
42.3038 6.3070
45.7699 5.8619
51.658 5.0029
57.0327 4.6617
63.8708 4.5714
70.9987 4.3941
76.0895 4.0418
76.7405 2.8553
77.9578 2.4571
83.3089 1.7391
89.628 1.1422
96.0926 .7335
102.846 .3741
105.997 .3120
126.923 -.3267
149.364 -1.3055
165.222 -1.5244
178.603 -1.6699
195.604 -1.8544
217.366 -1.9950
239.911 -2.1807
260.023 -2.9934
275.218 -3.6784
287.459 -3.8800
295.708 -4.0300
303.727 -4.6800
311.766 -5.2200
320.225 -5.3900
329.202 -5.6200
338.466 -5.6600
349.907 -5.8100
357.805 -5.6300
359.097 -5.7400
368.481 -5.7500
373.024 -6.0400
378.388 -5.9100
386.389 -5.8600
394.486 -5.9900
404.151 -5.7700
407.526 -5.8100
415.102 -5.7900
419.825 -5.7900
428.965 -5.8100
438.225 -5.7800
446.891 -5.7900
455.232 -5.8000
464.514 -5.6400
473.898 -5.4300
480.913 -5.1700
489.984 -5.0800
499.089 -5.0200
508.826 -4.9700
514.385 -5.0400
523.346 -5.0900
529.86 -5.3500
536.903 -5.5000
546.461 -5.7900
555.423 -5.9900
564.637 -6.4100
573.726 -6.9200
580.964 -7.1200
589.026 -7.6200
597.733 -8.0200
605.515 -8.5000
614.356 -8.8900
624.249 -9.3400
632.419 -9.8100
640.111 -10.0500
648.84 -10.4200
653.505 -10.5600
657.072 -10.7500
666.613 -11.0300
674.297 -11.2900
682.877 -11.5000
692.221 -11.6700
696.74 -11.8600
703.388 -12.0600
710.694 -12.1900
718.896 -12.4000
725.319 -12.4400
733.015 -12.6800
737.031 -12.7500
741.529 -12.8900
747.013 -13.0700
753.912 -13.1200
757.041 -13.2300
766.232 -13.4100
774.893 -13.6400
781.961 -13.6800
788.228 -13.7000
797.715 -13.8500
806.328 -14.0700
816.208 -14.3000
824.603 -14.4100
833.505 -14.5200
841.795 -14.6500
851.298 -14.9000
859.079 -15.1600
867.634 -15.1900
876.097 -15.2700
885.053 -15.4400
893.331 -15.5300
900.785 -15.6600
909.594 -15.7400
916.943 -15.9300
925.466 -16.0400
932.252 -16.2500
941.037 -16.3500
949.608 -16.5000
957.126 -16.5800
964.159 -16.8100
972.569 -16.8300
981.12 -16.9900
989.453 -17.1400
998.021 -17.3300
1008.02 -17.4400
1017.59 -17.7100
1020.24 -17.7600
1028.02 -17.8400
1036.67 -17.9200
1045.7 -18.0600
1053.97 -18.2500
1062.28 -18.3700
1069.86 -18.6100
1077.63 -18.7200
1086.44 -18.8500
1096.37 -19.0500
1104.5 -19.3200
1113.29 -19.4400
1123.16 -19.5500
1130.87 -19.4800
1132.82 -19.6200
1140.62 -19.8400
1148.66 -19.9200
1157.54 -20.0500
1167.06 -20.1300
1172.75 -20.4200
1181.05 -20.4900
1189.41 -20.5100
