2.11	7.46	106.94	3.3	10	1800	0.2
2.17	5.81	110.43	3.3	10	1800	0.2
2.12	7.37	111.66	3.3	10	1800	0.2
2.09	7.81	111.33	3.3	10	1800	0.2
2.25	7.8	114.5	3.3	10	1800	0.2
2.31	7.57	109.66	3.3	10	1800	0.2
2.53	7.79	100.18	3.3	10	1800	0.2
2.46	7.91	108.1	3.3	10	1800	0.2
2.3	7.61	101.36	3.3	10	1800	0.2
2.33	7.83	102.8	3.3	10	1800	0.2
2.48	7.6	101.11	3.3	10	1800	0.2
2.4	7.59	102.45	3.3	10	1800	0.2
2.43	8.18	102.06	3.3	10	1800	0.2
2.22	8.23	104.45	3.3	10	1800	0.2
2.29	7.88	101.01	3.3	10	1800	0.2
2.34	7.77	102.77	3.3	10	1800	0.2
2.08	8.23	102.91	3.3	10	1800	0.2
2.1	7.6	101.37	3.3	10	1800	0.2
2.05	7.54	97.69	3.3	10	1800	0.2
2.04	7.85	98.84	3.3	10	1800	0.2
2.22	7.83	100.05	3.3	10	1800	0.2
1.94	7.82	98.55	3.3	10	1800	0.2
1.99	7.94	97.9	3.3	10	1800	0.2
2.03	7.89	96.61	3.3	10	1800	0.2
1.94	7.53	97.91	3.3	10	1800	0.2
1.82	7.86	98.11	3.3	10	1800	0.2
1.82	7.72	98.17	3.3	10	1800	0.2
1.95	7.19	107.86	3.3	10	1800	0.2
1.73	7.13	91.05	3.3	10	1800	0.2
1.91	7.53	97.29	3.3	10	1800	0.2
1.92	7.88	93.75	3.3	10	1800	0.2
1.96	7.66	93.36	3.3	10	1800	0.2
1.96	7.27	92.46	3.3	10	1800	0.2
2.06	7.77	91.28	3.3	10	1800	0.2
1.84	7.59	92.05	3.3	10	1800	0.2
2.12	7.85	91.44	3.3	10	1800	0.2
2.07	7.92	96.79	3.3	10	1800	0.2
2.11	7.52	102.34	3.3	10	1800	0.2
2.12	7.85	93.04	3.3	10	1800	0.2
2.36	7.58	98.1	3.3	10	1800	0.2
2.27	7.29	91.05	3.3	10	1800	0.2
2.37	7.54	96.27	3.3	10	1800	0.2
2.52	8.17	93.48	3.3	10	1800	0.2
2.75	8.18	94.49	3.3	10	1800	0.2
2.62	8.12	99.75	3.3	10	1800	0.2
2.95	8.46	102.86	3.3	10	1800	0.2
2.99	8.86	97.05	3.3	10	1800	0.2
3.18	9.16	97.18	3.3	10	1800	0.2
3.17	8.87	95.01	3.3	10	1800	0.2
3.1	8.57	96.62	3.3	10	1800	0.2
3.04	8.98	95.72	3.3	10	1800	0.2
3.05	8.59	94.87	3.3	10	1800	0.2
3.11	8.48	93.12	3.3	10	1800	0.2
2.78	8.84	89.41	3.3	10	1800	0.2
2.78	9.31	96.83	3.3	10	1800	0.2
3	8.71	92.21	3.3	10	1800	0.2
2.78	8.55	94.34	3.3	10	1800	0.2
2.84	9.24	95.03	3.3	10	1800	0.2
2.9	8.9	89.52	3.3	10	1800	0.2
3.23	8.95	87.66	3.3	10	1800	0.2
3.09	8.92	89.03	3.3	10	1800	0.2
3.16	8.9	85.96	3.3	10	1800	0.2
3.24	9.31	90.43	3.3	10	1800	0.2
3.51	9.14	95.04	3.3	10	1800	0.2
3.24	9.08	90.39	3.3	10	1800	0.2
3.45	9.6	91.2	3.3	10	1800	0.2
3.5	9.36	90.41	3.3	10	1800	0.2
3.41	9.11	92.03	3.3	10	1800	0.2
3.67	9.7	92.57	3.3	10	1800	0.2
3.81	9.61	87.7	3.3	10	1800	0.2
3.34	9.64	95.06	3.3	10	1800	0.2
4.04	9.36	86.9	3.3	10	1800	0.2
3.62	9.59	92.01	3.3	10	1800	0.2
3.99	9.4	91.9	3.3	10	1800	0.2
3.64	9.73	87.94	3.3	10	1800	0.2
3.76	10.27	94.18	3.3	10	1800	0.2
4.41	10.17	90.22	3.3	10	1800	0.2
4.04	9.56	90.69	3.3	10	1800	0.2
4.51	10.29	91.44	3.3	10	1800	0.2
4.47	10.25	87.55	3.3	10	1800	0.2
4.59	10.24	92.14	3.3	10	1800	0.2
4.72	10.26	82.68	3.3	10	1800	0.2
4.35	10.35	91.67	3.3	10	1800	0.2
4.24	10.25	89.1	3.3	10	1800	0.2
4.13	10.28	92.67	3.3	10	1800	0.2
4.67	10.27	90.01	3.3	10	1800	0.2
5.21	10.26	87.35	3.3	10	1800	0.2
4.99	9.94	92.8	3.3	10	1800	0.2
5.09	10.58	91.93	3.3	10	1800	0.2
4.959	10.618	91.689	3.3	10	1800	0.2
4.828	10.656	91.448	3.3	10	1800	0.2
4.697	10.694	91.207	3.3	10	1800	0.2
4.566	10.732	90.967	3.3	10	1800	0.2
4.435	10.77	90.726	3.3	10	1800	0.2
4.304	10.808	90.485	3.3	10	1800	0.2
4.173	10.846	90.244	3.3	10	1800	0.2
4.042	10.884	90.003	3.3	10	1800	0.2
3.911	10.922	89.762	3.3	10	1800	0.2
3.78	10.96	89.522	3.3	10	1800	0.2
3.52	11.4	89.281	3.3	10	1800	0.2
3.44	11.28	89.04	3.3	10	1800	0.2
3.13	11.48	90.53	3.3	10	1800	0.2
3.61	11.62	88.87	3.3	10	1800	0.2
4.14	11.52	91.05	3.3	10	1800	0.2
4.18	11.567	91.04	3.3	10	1800	0.2
4.219	11.614	91.03	3.3	10	1800	0.2
4.259	11.661	91.02	3.3	10	1800	0.2
4.299	11.708	91.01	3.3	10	1800	0.2
4.338	11.755	91	3.3	10	1800	0.2
4.378	11.803	90.99	3.3	10	1800	0.2
4.418	11.85	90.98	3.3	10	1800	0.2
4.457	11.897	90.97	3.3	10	1800	0.2
4.497	11.944	90.96	3.3	10	1800	0.2
4.537	11.991	90.95	3.3	10	1800	0.2
4.576	12.038	90.94	3.3	10	1800	0.2
4.616	12.085	90.93	3.3	10	1800	0.2
4.656	12.132	90.92	3.3	10	1800	0.2
4.695	12.179	90.91	3.3	10	1800	0.2
4.735	12.226	90.9	3.3	10	1800	0.2
4.775	12.274	90.89	3.3	10	1800	0.2
4.815	12.321	90.88	3.3	10	1800	0.2
4.854	12.368	90.87	3.3	10	1800	0.2
4.894	12.415	90.86	3.3	10	1800	0.2
4.934	12.462	90.85	3.3	10	1800	0.2
4.973	12.509	90.84	3.3	10	1800	0.2
5.013	12.556	90.83	3.3	10	1800	0.2
5.053	12.603	90.82	3.3	10	1800	0.2
5.092	12.65	90.81	3.3	10	1800	0.2
5.132	12.697	90.8	3.3	10	1800	0.2
5.172	12.745	90.79	3.3	10	1800	0.2
5.211	12.792	90.78	3.3	10	1800	0.2
5.251	12.839	90.77	3.3	10	1800	0.2
5.291	12.886	90.76	3.3	10	1800	0.2
5.33	12.933	90.75	3.3	10	1800	0.2
5.37	12.98	90.74	3.3	10	1800	0.2
4.89	12.96	92.52	3.3	10	1800	0.2
4.78	13.02	87.46	3.3	10	1800	0.2
4.4	12.25	85.5	3.3	10	1800	0.2
4.47	12.78	92.03	3.3	10	1800	0.2
4.66	13.49	87.92	3.3	10	1800	0.2
4.93	12.89	86.68	3.3	10	1800	0.2
5.51	12.31	89.54	3.3	10	1800	0.2
5	12.85	89.34	3.3	10	1800	0.2
4.71	13.09	91.91	3.3	10	1800	0.2
4.67	13.18	88.54	3.3	10	1800	0.2
4.91	13.17	88.27	3.3	10	1800	0.2
5.54	12.94	90.59	3.3	10	1800	0.2
4.47	12.69	91.89	3.3	10	1800	0.2
4.45	12.52	93.97	3.3	10	1800	0.2
3.85	12.13	91.31	3.3	10	1800	0.2
4.4	13.57	89.34	3.3	10	1800	0.2
4.96	13.09	90.48	3.3	10	1800	0.2
5.1	13.19	93.79	3.3	10	1800	0.2
5.36	13.69	91.94	3.3	10	1800	0.2
4.53	13.19	92.56	3.3	10	1800	0.2
5.56	13.56	92.19	3.3	10	1800	0.2
4.7	13.51	88.86	3.3	10	1800	0.2
4.65	13.7	92.94	3.3	10	1800	0.2
4.73	12.95	91.98	3.3	10	1800	0.2
4.51	13.58	89.17	3.3	10	1800	0.2
4.63	13.59	90.86	3.3	10	1800	0.2
4.97	13.72	91.82	3.3	10	1800	0.2
4.71	13.02	90.04	3.3	10	1800	0.2
4.72	13.16	91.71	3.3	10	1800	0.2
4.89	13.84	87.69	3.3	10	1800	0.2
4.71	13.83	89.1	3.3	10	1800	0.2
5.35	13.48	88.56	3.3	10	1800	0.2
4.39	12.99	91.71	3.3	10	1800	0.2
4.96	13.6	87.62	3.3	10	1800	0.2
4.83	13.73	91.19	3.3	10	1800	0.2
4.38	13.08	91.11	3.3	10	1800	0.2
4.25	13.32	87.51	3.3	10	1800	0.2
4.32	12.79	87.84	3.3	10	1800	0.2
4.29	13.63	91	3.3	10	1800	0.2
4.64	13.64	93.41	3.3	10	1800	0.2
4.89	12.86	90.48	3.3	10	1800	0.2
4.14	13.44	90.78	3.3	10	1800	0.2
3.81	13.57	95.38	3.3	10	1800	0.2
3.91	13.13	92.48	3.3	10	1800	0.2
4.04	12.8	90.76	3.3	10	1800	0.2
