497400	1.096
498000	1.124
498600	1.145
499200	1.158
499800	1.163
500400	1.159
501000	1.16
501600	1.136
502200	1.112
502800	1.086
503400	1.069
504000	1.058
504600	1.04
505200	1.001
505800	0.96
506400	0.924
507000	0.863
507600	0.818
508200	0.772
508800	0.72
509400	0.668
510000	0.621
510600	0.578
511200	0.52
511800	0.459
512400	0.403
513000	0.343
513600	0.28
514200	0.223
514800	0.162
515400	0.105
516000	0.058
516600	0.009
517200	-0.039
517800	-0.081
518400	-0.127
519000	-0.177
519600	-0.216
520200	-0.252
520800	-0.273
521400	-0.303
522000	-0.329
522600	-0.348
523200	-0.358
523800	-0.368
524400	-0.375
525000	-0.369
525600	-0.36
526200	-0.347
526800	-0.323
527400	-0.283
528000	-0.246
528600	-0.208
529200	-0.164
529800	-0.137
530400	-0.113
531000	-0.086
531600	-0.06
532200	-0.029
532800	0.009
533400	0.07
534000	0.12
534600	0.168
535200	0.201
535800	0.244
536400	0.269
537000	0.295
537600	0.326
538200	0.354
538800	0.383
539400	0.416
540000	0.454
540600	0.476
541200	0.486
541800	0.5
542400	0.511
543000	0.509
543600	0.509
544200	0.508
544800	0.513
545400	0.519
546000	0.514
546600	0.495
547200	0.476
547800	0.443
548400	0.406
549000	0.367
549600	0.331
550200	0.301
550800	0.272
551400	0.242
552000	0.204
552600	0.159
553200	0.105
553800	0.051
554400	-0.001
555000	-0.053
555600	-0.104
556200	-0.144
556800	-0.184
557400	-0.231
558000	-0.279
558600	-0.321
559200	-0.371
559800	-0.418
560400	-0.464
561000	-0.496
561600	-0.53
562200	-0.546
562800	-0.554
563400	-0.56
564000	-0.566
564600	-0.573
565200	-0.578
565800	-0.571
566400	-0.563
567000	-0.543
567600	-0.507
568200	-0.462
568800	-0.437
569400	-0.403
570000	-0.371
570600	-0.338
571200	-0.302
571800	-0.266
572400	-0.216
573000	-0.15
573600	-0.085
574200	-0.019
574800	0.043
575400	0.104
576000	0.171
576600	0.241
577200	0.301
577800	0.358
578400	0.422
579000	0.491
579600	0.556
580200	0.616
580800	0.68
581400	0.745
